product_name,is_standard_number,standard_title,mandatory_or_voluntary,scheme_type,qco_reference,source_url,penalty_clause
‭Standard sand for testing of cement‬,IS 6593,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Electric Serological Water-baths‬,IS 6760,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Slotted Countersunk Head Wood Screws‬,IS 723,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Steel Countersunk Head Wire Nails‬,IS 7320,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Concrete Slump Test Apparatus‬,IS 7593 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Power-operated Pneumatic Sprayer-cum-duster - Part 1 : Knapsack Type‬,IS 7652,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Sphygmomanometer, Aneroid Type‬",IS 774,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Flushing cistern for water closets and urinals (other than plastic cisterns)‬,IS 8462,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Sterilizer, Portable, Vertical, Pressure Type‬",IS 868,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Sealing Wax‬,IS 878,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Laboratory Glassware - Graduated Measuring Cylinders‬,IS 8808,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Burners For Oil Pressure Stoves And Oil Pressure Heaters‬,IS 8931,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Water Services‬,IS 915,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Laboratory Glassware - One-mark Volumetric Flasks‬,IS 9157,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Sodium nitrate and potassium nitrate for glass compositions‬,IS 9165 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Dimensions‬,IS 9471 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Modular Lower Limb Orthotic Components - Part 2: Stirrups, Split‬",IS 9471 (Part 3),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Modular Lower Limb Orthotic Components - Part 3: Stirrup Plates‬,IS 9471 (Part 4),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Modular Lower Limb Orthotic Components - Part 4: Joint Unit, Ankle‬",IS 9471 (Part 6),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Drop Lock)‬,IS 9471 (Part 7),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Knee (upper And Lower)‬,IS 9550,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Bright Steel Bars‬,IS 9738,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Polyethylene Bags For General Purposes‬,IS 9758,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Flush Valves And Fittings For Water Closets And Urinals‬,IS 9762,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Polyethylene Floats (spherical) For Float Valves‬,IS 10212 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭IS 10212 (Part 1)‬ ‭General Requirements For Packages Of Explosives: Part 1 Commercial High Explosives‬,IS 10508,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Phosphoric Acid, Food Grade‬",IS 10617,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Hermetic Compressors‬,IS 10701,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
[Page 19],IS 1110,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Ferrosilicon‬,IS 11226,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Leather Safety Footwear Having Direct Moulded Rubber Sole‬,IS 12427,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Fasteners - Threaded steel fasteners - Hexagon head transmission tower bolts‬,IS 12766,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Paper, Computer‬",IS 12776,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Galvanized Strand For Earthing‬,IS 12923,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Cane Gur (jaggery)‬,IS 1319,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Edible Tapioca Starch‬,IS 13213,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Polyurethane Full Gloss Enamel (two Pack)‬,IS 13730,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Polyamide-imide Enamelled Round Copper Wire, Class 200‬",IS 13730 (Part 8),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Wire, Class 180‬",IS 1374,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Poultry Feeds‬,IS 13774,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Live Working - Gloves of Insulating Materials‬,IS 1391 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Room Air Conditioners Part 1 Unitary Air Conditioners‬,IS 1391 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Room Air Conditioners Part 2 Split Air Conditioners‬,IS 14106,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Direct Action Handpump‬,IS 14158,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Cyfluthrin WP‬,IS 14268,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Uncoated stress relieved low relaxation seven-ply strand for prestressed concrete‬,IS 14276,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Cement Bonded Particle Boards‬,IS 14483 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Fertilizer And Chemical Injector System - Part 1 Venturi Injector‬,IS 14490,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Plain Copier Paper‬,IS 14544,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Leather Safety Footwear With Direct Moulded Pvc Soles‬,IS 14605,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Irrigation Equipment - Micro Sprayer‬,IS 14606,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Irrigation Equipment - Media Filter‬,IS 14724,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Water Purifiers With Ultra-violet Disinfection‬,IS 14756,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Stainless Steel Cooking Utensils‬,IS 14806,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Azospirillum Inoculants‬,IS 14807,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Phosphate Solubilising Bacterial Inoculant (PSBI)‬,IS 14933,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭High Pressure Fire Fighting Hose‬,IS 15073 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Packaging Of Electric Detonator : Part 2 Corrugated Fibreboard Cases‬,IS 15265,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭lines of agricultural pumps‬,IS 15391,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Cold Rolled Non-oriented Electrical Steel Sheet And Strip - Semi-processed Type‬,IS 15559,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Polyester Strapping‬,IS 15573,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Polyaluminium Chloride‬,IS 15623,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
"‭Melamine (2 , 4, 6 Triamino 1, 3, 5 Triazine)‬‭(*)‬",IS 15787,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Switch-socket-outlets (non-interlock Type)‬,IS 15809,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭High Visibility Warning Clothes‬,IS 15852,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles - Woven shirtings made of cotton man-made fibres/filaments and their blends‬,IS 15853,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Textiles - Woven suitings made of cotton man-made fibres/filaments and their blends‬,IS 15905,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
[Page 20],IS 15914,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭manufacture of welded gas cylinder‬,IS 16008 (Part 1),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭made from tape yarns‬,IS 16008 (Part 2),,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭made from mono filament yarns‬,IS 16014,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭and rock fall netting (galvanized steel wire or galvanized steel wire with PVC coating)‬,IS 16131,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Imidacloprid Suspension Concentrate (SC)‬,IS 16145,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Fipronil Suspension Concentrate (SC)‬,IS 16190,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭irrigation purpose‬,IS 16246,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
‭Elastomer Insulated Cables With Limited Circuit Integrity When Affected by Fire‬,IS 16513,,Mandatory,ISI Mark (Scheme I),List of Products Under Simplified Procedure,https://www.bis.gov.in/wp-content/uploads/2024/11/List-of-Products-Under-Simplified-Procedure.pdf,
